City,Sex,Age,Occupation,Monthly Household Income,Income,Planning to Buy a new house,Time Frame,Reasons for buying a house,what type of House,Number of rooms,Size of House,Budget,Finished/Semi Finished...14,Influence Decision...15,Maintainance,EMI...17,1.Proximity to city,2.Proximity to schools,3. Proximity to transport,4. Proximity to work place,5. Proximity to shopping,1. Gym/Pool/Sports facility,2. Parking space,3.Power back-up,4.Water supply,5.Security,1. Exterior look,2. Unit size,3. Interior design and branded components,4. Layout plan (Integrated etc.),5. View from apartment,1. Price,2. Booking amount,3. Equated Monthly Instalment (EMI),4. Maintenance charges,5. Availability of loan,1. Builder reputation,2. Appreciation potential,3. Profile of neighbourhood,4. Availability of domestic help,Time,Size,Budgets,Maintainances,EMI...46,ages,sex,Finished/Semi Finished...49,Influence Decision...50,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62
Bangalore,M,26-35,Private Sector,"85,001 to105,000",95000,Yes,6M to 1Yr,Residing,Apartment,2BHK,1001-1400,65.1 to 80L,Semifurnished,Site visits,2001to 4000,35.1K to 50K,3,5,5,2,1,2,5,3,5,3,2,4,4,4,4,5,1,4,3,3,4,5,4,1,9,1200,72.5,30000,42500,30.5,M,Semifurnished,Site visits,-0.3928285857346428,-3.3205630807839777,-0.0638686534793818,-1.3960472834945483,0.4821115415055041,0.8384191124239389,2.6330178143091056,2.629689494604736,0.3016354579183412,2.5876688771290546,-1.0403103301079275,-0.5705423081041122,-0.00610479567185,-0.3344647775624964,0.3422610576866603,-0.48664849282075,-1.2854409761829153,-0.0085816122700135,-0.6705704311528993,0.7922667436731325,0.2708527731417575,-0.026412912041169,0.8249479926949504,0.0115378228707723,-0.4636038088204137,0.0551268083788402,-0.2460870398890812,-0.2076674099119284,-0.1686027076501846,-0.3158156989060497,0.2208079479720563,0.41493353027017127,3.9168218692636803,-0.07747709049414729,-1.739938176209657,-0.6090313785199682,-1.1009826403943623,3.495190669362835,-3.566894442949987,-0.42030374223043915,3.849096089994354,-1.5946251676227996,-0.8805822707368741,-0.009977226489413482,-0.5517670068255087,0.5814985025153874,0.8517567286463421,-2.3113954386744817,-0.01630334251093032,1.406730099717017,1.6749359757872324,-0.6390961516885179,0.06427284332755549,-2.0601646257823045,0.028929423661204177,-1.3436483166915352,0.18836378042355012,0.9738755088692241,0.8937697999347143,0.7716666658688885,-1.564669593827811,-1.4360201355561277,6.802418572126155e-16,-1.047970507542406e-15,5.465815012450366e-16,-4.562002874328233e-16,-1.0739180730002284e-16,-1.916001095014639e-16,4.2204321099285907e-16,-5.820694402018595e-16,8.717351031268415e-16,-4.643393180344449e-18,1.6319700494309322e-16,-1.2688109623539727e-17,1.5445283339810895e-16,8.678851786457849e-18,-8.967680745087009e-17,6.627614488163308e-18,5.699050399455669e-17,-4.498305160911055e-18,7.963373185534748e-17,3.4203033932985516e-16,4.3921765218196606e-17,3.766002714397812e-16,3.937807558891668e-16,1.565973769666506e-16,-2.5441665298127733e-17,6.596118890987776e-17,4.8623378618605156e-17,6.71898470228058e-17,1.7280458293177273e-17,1.062843726569443e-16,4.398665609380301e-17
Bangalore,M,46-60,Government/PSU,"45,001 to 65,000",55000,Yes,6M to 1Yr,Investment,Apartment,2BHK,601-1000,25.1 to 40L,Semifurnished,Newspaper,<2000,20.1K to 35K,3,5,5,3,1,1,4,2,4,3,1,4,4,2,2,5,1,4,4,4,5,4,3,2,9,800,32.5,120,27500,53.0,M,Semifurnished,Newspaper,-3.419518593766468,-3.027042327628994,0.5893502953781589,-1.3849194391659811,1.7214611707300531,0.6209865052693595,0.9791600429905568,2.261364129403248,1.4711912108971088,0.2635307619077865,0.792270246912629,0.7024476094537933,-0.1125655286143656,-1.6051499665920732,2.0221284602109657,-1.1183337512011409,-0.0094615989098776,-0.3657739367076999,-0.1049749432834054,-0.5122935243151789,-0.6697286228609675,-0.1264978896656863,0.0393315779727077,-0.0398461954216404,-0.4363588085128857,0.1602701663481285,-0.1363141069075312,0.159683756208959,0.1491780365115473,0.2686996349310961,-0.0713891938314742,3.6119390835126226,3.5705948959851534,0.7149226370095277,-1.726069189539182,-2.174650012742757,-0.8154577491009801,1.2997827160433968,-3.0673002128973317,-2.0499817088611665,0.3919957588924591,1.2144203885339582,1.0841665941688254,-0.18396877377453197,-2.6480181232449636,3.4355783256620107,1.957364117037927,-0.017013225008487568,-0.6948971340220189,0.22021760216735403,-1.0830428777814953,1.580271749043698,0.3078183515349792,-0.09822379875232083,-0.09990857734308556,-1.2646849904526667,0.5476300063481396,0.5394553499869778,-0.6872552554116674,-0.6827631635344903,1.3312389159424958,0.4642782143697911,-2.920455896218467e-16,1.312501715955383e-15,8.210223848788851e-16,8.556667625973866e-16,-3.57632749323054e-16,8.640838016320767e-17,-4.759703542333581e-16,5.862800909281322e-16,1.728392279683624e-16,2.9394725413770495e-17,-3.7545492039902294e-17,-6.038225206831244e-16,-2.5751714173665925e-16,3.0401794303807407e-16,-8.872795323934859e-17,1.2962276198766504e-16,-1.114106548887788e-16,2.822847303188744e-16,-2.9465552503214367e-16,-1.2274712738528168e-16,-1.6267921319352335e-16,-4.3600697423273373e-16,-4.950050386949057e-16,5.2267388655737444e-17,3.8630017029627526e-16,1.3084394852030216e-17,5.0370103958938765e-17,-2.9267072163616644e-16,-2.284182906197099e-17,-1.145748321547524e-17,-1.902340501788177e-17
Bangalore,F,46-60,Government/PSU,"25,001 to 45,000",35000,Yes,<6 Months,Rental Income,Apartment,1BHK,<600,<25L,Semifurnished,Hoarding,<2000,<20K,1,2,5,2,1,4,3,2,4,5,1,4,3,2,2,4,2,5,4,2,4,4,4,4,3,400,12.5,10000,10000,53.0,F,Semifurnished,Hoarding,-4.157504181097709,-3.439938286179853,4.8777359090280425,-0.0318856634818541,-0.5947867354796874,0.7961613091888161,-0.4268854383616528,-0.0165986864053328,1.7137797186938457,-0.0424309199527505,-0.1557176425004078,-0.1604883133641277,0.1027433938792474,0.3917493488146466,-1.09208190664951,0.2643080570293142,1.0661707774432074,0.1637596802800822,-0.6732082094722559,-0.4312058190237683,-0.3257996749006083,0.3930015762841705,-0.4481466915156772,0.678242520534835,0.0253203009814784,0.3760881711846587,0.102128570278292,-0.2082485403957662,0.0103991230504485,0.1885133380612647,0.0781497882662911,4.391452021623218,4.057632750962724,5.917030747360685,-0.03974011756033161,0.7513692460118481,-1.0454911718740756,-0.5666676438498544,0.02251435480155182,-2.3880084725338246,-0.06311498721050746,-0.23868961461554658,-0.24769970850805695,0.16791620328271448,0.646269443367399,-1.855437476974764,-0.4626052876589351,1.9171181855024213,0.3111105551129402,1.412263660377917,-0.91161486332653,0.7687472276363647,-0.956325023936241,1.1191686860229748,1.7005951158741779,0.07338503080559138,1.2850624184537314,-0.4041680268683989,0.8962708995366443,-0.04759506371008567,0.933965883004391,-0.5082456069654393,-1.4497365132422334e-17,4.4797138337470446e-17,2.621315347827272e-16,-9.981865554591728e-16,1.4793240764108034e-15,9.445043383886827e-17,3.7398764529507236e-18,3.3203970238126807e-16,2.6987696387205307e-16,-1.3846523857668423e-16,2.8022087717147285e-16,-1.6998073779282632e-16,-1.4399870650555221e-16,-2.9321231188332634e-16,1.1222237788008612e-16,-4.858370314228525e-16,-6.082882952776252e-17,-2.792850535860452e-16,2.683555961628135e-16,9.357367596864334e-19,4.857644051409059e-17,-2.408902546407499e-16,2.0764609765672467e-16,-5.452622025259761e-17,-1.9327940022712646e-16,4.060799907550343e-16,2.6817945127663983e-16,1.8382225561503667e-16,-3.836915653816208e-16,4.6926738347693296e-17,4.9381017920153977e-17
Bangalore,M,36-45,Private Sector,>125000,200000,Yes,<6 Months,Investment,Apartment,3BHK,1401-1800,95.1 to110L,Furnished,Electronic/Internet,6001 to 8000,>65K,4,5,3,5,4,5,5,4,5,5,4,4,5,5,5,5,2,4,2,2,5,4,5,5,3,1600,102.5,70000,80000,40.5,M,Furnished,Electronic/Internet,6.118658777424485,-2.4812422122324804,-0.9681387476365192,1.7201750878291602,-1.5830111751966172,-0.4903503950027427,-1.144837242112975,0.790760448962729,0.0050217103708666,1.1020118933667975,-0.0889962652618104,-0.2227948442433858,0.4927640913467419,2.105095785068039,-0.1919439559956419,-0.1667554439178757,0.2332958980748794,-0.3811189088736045,0.1566793473212672,-0.7604658840171308,-0.3879152621149364,0.1297915369005808,0.2982715249790612,0.4410484198425268,-0.4430311284016747,0.2657385627551692,0.1670220311982065,-0.0418208225529914,-0.0028767415766631,-0.1701646613318012,-0.0231808487422466,-6.462963183514741,2.9267878740367186,-1.174419206844293,2.1439089782022505,1.9997519147372553,0.6439109803301583,-1.5197103585195872,-1.0725825451623567,-0.006997332726868088,1.6392165579513778,-0.13641668289138814,-0.3438644024564097,0.8053371823619613,3.4727794324799497,-0.32611107945710227,0.2918637856498781,0.4194973434509602,-0.7240495041326677,-0.3286836753328027,-1.6077055835940186,0.9153133206766959,-0.31583307071374983,-0.7448814350499702,1.105865182348876,-1.2840231650241731,0.9080068619411512,-0.660980219433138,0.17999063127983522,0.013166369698089068,-0.8430596466614413,0.15075619269541102,1.6025259911285913e-15,1.3325709796172828e-15,9.097493697328769e-16,5.462164358098468e-16,2.8895445705259194e-16,5.603223680897982e-16,7.938629298367628e-16,3.3212002358523224e-17,-3.864997706873305e-17,5.169363815572313e-16,-4.580421659116092e-16,-2.7716500310238453e-16,1.1823589640779395e-16,-2.636039108315645e-16,2.3992439269334443e-17,3.400725019919886e-16,9.350277555548466e-17,-1.482450052465857e-16,-9.797208287610716e-17,-4.909556399340455e-16,-3.7916559936308777e-16,2.269250609512925e-16,2.6106660684042205e-16,-1.6931724742548288e-18,1.8456442667126876e-16,-4.745930869028372e-16,-4.273833982996748e-16,-4.2842986364558906e-17,-8.195222943172166e-17,4.148071215444153e-18,4.1741222908416953e-17
Bangalore,M,26-35,Self Employed,"85,001 to105,000",95000,Yes,1-2 Yr,Residing,Apartment,2BHK,601-1000,40.1 to 65L,Semifurnished,Electronic/Internet,2001to 4000,35.1K to 50K,4,2,3,4,3,2,4,3,4,4,4,3,4,4,4,4,2,3,4,4,4,3,4,3,18,800,52.5,30000,42500,30.5,M,Semifurnished,Electronic/Internet,-0.5913621883338978,0.6900777839792516,-0.2800401771869086,2.0129257079872533,-0.9471208221121388,-1.3322668353711395,2.1537616289383674,1.27988217034656,-0.624244970527199,-0.6113472203222444,1.4424556975870833,0.0360222797790732,-1.4250103147288058,1.4288687389461558,0.7754874466740118,-0.2808486444417531,1.0812969498934093,-0.4037294802000666,0.1245017646170638,0.3919304366315222,0.3313571444152998,-0.3427097369788579,0.4804524686251161,-0.3176400144269304,0.0726497859809532,-0.2457565916652758,-0.0885852742579368,0.0376014206626963,-0.1665136997284131,0.101177577901218,-0.1887710566377904,0.6246388612854528,-0.8139919917271511,-0.3397080878946881,2.508773396581427,1.1964581849973168,1.7494861894004363,2.8590036529904714,-1.7360241999697,0.869833072649324,-0.9093644925628738,2.2110480805420276,0.05559724576840702,-2.3289314539234875,2.3572067378227763,1.3175462964101075,0.4915554577143225,1.9443170741746865,-0.7670050557358502,-0.2611811848810512,0.8285825368317953,-0.7818604674927102,0.8339455035226271,-1.1998467648821927,-0.7964364379791213,0.21055858641389322,-0.8397301064841498,0.3505712006822761,-0.1618309499656475,0.7621056226305443,0.5012717235638848,1.2276688444946027,7.572170425397493e-17,9.714038972051185e-16,6.986910942651809e-16,6.433748695011271e-16,-1.752212033307646e-16,5.588325947920847e-16,-3.3197387222955717e-16,5.211572731347695e-17,3.7025505414803454e-16,-8.036526898534975e-16,1.3262974008510805e-16,1.7196846793829064e-16,-3.143059198047531e-17,-5.534018132178879e-16,3.45405181524576e-16,-4.856993659813187e-16,4.17336738346125e-19,-3.662266502996043e-16,5.087169172762617e-16,-5.953917124025031e-17,-4.562266436434369e-17,1.0761389445312695e-16,2.500994815878328e-16,1.748784412424931e-16,3.640563225315851e-16,3.6485031410469197e-16,-1.4712434172620922e-16,-1.0903660984950753e-16,-2.2028437018701797e-16,1.2469701592122255e-16,-7.328235737858616e-17
Bangalore,F,36-45,Private Sector,"65,0001 to 85,000",75000,Yes,<6 Months,Investment,Apartment,2BHK,601-1000,40.1 to 65L,Customized,Site visits,2001to 4000,35.1K to 50K,3,2,4,4,2,3,4,4,4,3,3,2,4,3,3,5,2,4,3,3,5,4,4,3,3,800,52.5,30000,42500,40.5,F,Customized,Site visits,-0.91261705893447,-1.7244069220492653,-0.2638080306597567,0.293881490262442,-0.9499914813127248,-0.0520149628652362,1.6950662022955267,-1.6668258295948284,-0.678574167478562,0.4048452861725689,-0.3118967281643335,0.3061513551801793,1.3439828712208834,0.4710668418957833,1.076531377543784,-0.0659212702460021,0.4624481835950904,-0.4185078626864476,0.9626055396244056,-0.7537407230719246,-0.1066529428803435,0.5981765039663144,-0.331909909045293,0.2590592610022204,-0.3649918720599049,0.0400289887604019,0.0106150700438981,-0.6939721992080872,-0.2977872747783148,0.1515505665880144,0.1410009900385029,0.9639711360115772,2.0340510267305394,-0.3200173723889766,0.3662738577944655,1.2000845688933783,0.06830422912155801,2.2501099468522052,2.2608721680432105,0.9455362573764202,0.6021977625624049,-0.4780865459429444,0.4725179039387203,2.1965061936521932,0.7771196215694927,1.8290172658954562,0.11537873089360325,0.8315439152710337,-0.7950810190690977,-2.019364594433196,-1.5934878796451257,0.25165511347896696,-1.4555950764433436,0.8288874688061317,0.6495536635406274,-1.0578444464189887,0.13677576974208894,-0.04200853789513507,2.9867536456947543,1.3629230317174803,0.7508384297835863,-0.9169971583372519,-1.705912449214382e-15,-5.367186929455496e-16,3.913792589492819e-16,1.1979235846010668e-15,6.709573029046639e-17,-2.255552243935911e-16,1.0533353051843861e-17,6.331744649541835e-16,-5.610768983199455e-16,2.965857029880156e-16,2.437783942219231e-16,-4.834424416481847e-18,4.3511778155194885e-16,4.790366499403507e-16,1.15484022869759e-16,2.1620613155012169e-16,6.609341357646637e-17,-1.9885169294053862e-16,2.906380040715137e-16,2.6326256842349155e-16,-1.8236855524965098e-17,3.719557682904402e-16,3.4894850295854955e-17,4.954898669064852e-17,-2.0865536539962406e-16,3.682849952296813e-16,1.3787045973857285e-16,-6.315585251537973e-17,-1.5091838506499254e-16,6.2102783556131704e-18,3.892374414695649e-17
Bangalore,F,46-60,Private Sector,>125000,200000,Yes,6M to 1Yr,Residing,Apartment,3BHK,1401-1800,80.1 to 95L,Semifurnished,Electronic/Internet,4001 to 6000,>65K,3,3,4,4,3,4,5,5,5,4,4,3,5,5,4,5,2,5,4,4,5,5,4,3,9,1600,87.5,50000,80000,53.0,F,Semifurnished,Electronic/Internet,3.9233711702562655,0.0940504758412476,-0.4439805288906171,-1.1018248846472911,-1.3831732812835789,1.1201949484171303,1.5499646870964467,-0.2381382206166885,0.035756743886896,1.4910539197873849,-0.0212196990880365,0.1807821686023135,1.9804974623765133,0.4261559700588261,0.2450290202625242,-0.2605672912374657,0.3455977067619954,-0.52119819009564,0.3701404933857504,0.7573321987648631,0.3082182104395687,-0.5389219277580914,-1.2156547647391251,-0.1372892561906339,0.8249574178915818,-0.3299198008386222,0.2792173508813548,0.6296591107755976,0.1769754860862005,-0.1860585226670338,0.1272313565577912,-4.14414406016326,-0.11093870275234964,-0.538579064072095,-1.3732394331921982,1.7473050481256338,-1.471000808293297,2.0574954270115096,0.3230091984298791,-0.04982402721932261,2.2179073463958594,-0.032526319537493076,0.2790215033579625,3.236778560035367,0.7030300940924067,0.41630213299320307,0.45605801076306157,0.6214310713807166,-0.9901720494763857,-0.7764848388477806,1.6010806404069853,-0.7272625267496456,1.311405746348421,3.035887068829346,-0.3442329719393412,2.390948100086856,-1.1273088856422948,-1.104986836353738,-2.709959630659527,-0.8099874859187958,-0.9218038055043875,-0.8274466185168283,-2.1012799061088703e-15,-5.300319736171843e-16,4.8159195886859665e-17,-7.423853391794547e-17,-1.3333478421607992e-16,-1.4843578821591271e-16,2.8686487093301666e-16,4.501978151386131e-16,3.036738879012944e-17,-1.1474603667582703e-16,-3.038967933627462e-16,-3.9250732348410095e-16,9.067046220913251e-17,-2.8342764845852263e-16,1.0778415115853312e-16,-5.112820094125766e-18,-1.9591039234200777e-16,2.0746326607884058e-16,1.5006437718451196e-16,3.2065515644132914e-16,-4.505390056633479e-16,-1.260855287806652e-18,1.081792496121709e-16,-1.2216785693719898e-18,5.50025465630793e-16,3.7432508044049545e-16,3.8136696553154856e-16,-5.163123395297726e-17,-7.917529497261309e-17,5.277046681598176e-17,-1.7363006218181614e-17
Bangalore,M,26-35,Private Sector,"25,001 to 45,000",35000,Yes,<6 Months,Residing,Apartment,1BHK,<600,<25L,Semifurnished,Site visits,<2000,<20K,2,2,4,3,1,1,2,3,4,1,1,3,3,4,1,5,3,4,4,3,4,3,3,2,3,300,12.5,10000,10000,30.5,M,Semifurnished,Site visits,-6.0205787354076215,-2.153178264968308,-0.1975824424917989,-0.3730792997315801,1.641337941514828,-0.7977186321796802,0.6503332048511694,-1.3339014822800466,-2.078031602445675,0.6485375785945532,1.2611376421055815,0.1811554931359434,1.0315455626805652,0.4590209286952655,-0.189856721793418,-0.1642486913259154,-0.0589780028344772,0.4161976228583644,0.1793439529519665,0.9922970493461792,0.671559128186161,-0.6457640904179945,0.1066012043385074,1.228464107188905,-0.426754152022464,0.2729789016737222,-0.0755727458770784,0.382624602464462,0.0177057642220646,0.1590042439447173,-0.1233957472741999,6.359364057684895,2.5398149384530626,-0.23968115723505387,-0.4649806092038087,-2.073433683036091,1.0475361939316166,0.863282632278651,1.80929565804219,2.8955629587070693,0.9646842685499909,1.9331172302492312,0.2795976972017491,1.6858817667847061,0.7572474618772782,-0.3225648870530816,0.28747634087454904,-0.10605036657421239,0.7906920266497215,-0.37622973680182553,2.097821270285624,-1.5845909549924666,1.5713941024492148,-0.26621803094163654,3.0801962387502044,-1.2368481170701955,0.9327465058704304,0.29907485733845685,-1.6467596650806724,-0.0810363500936635,0.7877667470352034,0.8025018091748446,-8.4378121507544e-16,2.28522720211474e-16,-5.693665359933212e-16,-3.2649641287575583e-16,8.994462397556146e-19,-9.661492201163776e-16,1.9660488741136767e-16,3.4823665401807365e-16,9.786760261044177e-17,-9.42253479113435e-17,-1.0801554777148504e-16,-2.0147460851946135e-18,-5.73203321703546e-17,9.316200218158257e-17,1.2208293517306027e-16,1.062567715503689e-16,3.5224411515799595e-16,-3.5197584670593223e-16,1.9603314947169206e-16,-3.582205560034293e-16,-1.569495266730067e-16,-4.704990452349098e-16,4.0850150386907033e-16,8.105283341167977e-17,-2.8296781515601666e-16,-1.6271208951734034e-16,-1.7193695746595227e-16,-1.2589369925679477e-16,3.634440881661842e-16,-2.7507311384994235e-16,-2.3599480007549792e-17
Bangalore,M,36-45,Self Employed,"105,000 to 125000",115000,Yes,1-2 Yr,Investment,Apartment,2BHK,601-1000,40.1 to 65L,Semifurnished,Site visits,2001to 4000,35.1K to 50K,4,3,5,5,1,3,3,3,4,3,3,3,3,3,2,4,2,4,3,4,4,4,3,3,18,800,52.5,30000,42500,40.5,M,Semifurnished,Site visits,-2.322705179951757,-0.5970107413893666,-0.6066951943783503,-0.8742335886855823,0.418789464274319,-2.384253099733352,1.8494339991927888,0.8289841033370365,1.512769081555278,-1.6708106345795903,-0.8212926045598774,-0.181192618907502,0.4258312601221848,0.0722416215279038,-0.0980854838900403,0.1995434209861035,0.4347609628444689,-0.3531164728204736,0.3671287662855119,-0.265475100375833,-0.1482355552235109,-0.1122338422499008,-0.0451713276679423,0.5572339748454025,0.6581222333267884,0.3152090735373011,-0.3911230391088107,0.4650169594351551,-0.26069111141099,-0.0573154302137203,0.1142014509663746,2.4534066386532642,0.7042133129743109,-0.735963198165045,-1.0895851550753153,-0.5290392425374592,3.130917740557181,2.45502496126466,-1.1244288717558941,-2.1079169885931694,-2.4852911968460805,-1.2589069043250691,-0.27965499759078555,0.695947113864191,0.1191771030994709,-0.16664636750108278,-0.3492509562639,0.7817585755018137,-0.670850490736297,-0.770166804280162,-0.5612425358581725,0.34977220941049625,0.27310840045716633,0.11280756142803475,1.3971836729933635,1.907414939572524,1.0770435376430674,1.5478472532087206,-2.001364176385837,1.1931400365265095,-0.2839621691487755,-0.7427068844378798,1.0684213653704326e-15,8.169398755864266e-17,4.872276778477437e-16,8.855905839201946e-16,7.827067579501542e-16,-7.578514378172555e-17,4.351467171945927e-18,-2.9204211962101093e-16,-8.091445689667181e-17,4.509504371880197e-16,-1.0439119428820427e-16,-2.6978703633400284e-17,1.6500876919797088e-16,-7.203165526567861e-16,-2.146678703802279e-16,-3.506139065300527e-17,7.79953625131275e-18,-1.6559619103377893e-16,-4.1220773111900527e-16,3.229937159479693e-16,8.501429338123606e-17,-1.5810785497373706e-16,1.127498033444158e-16,2.7260129833507667e-17,-3.319405219646995e-16,1.4999519151317642e-16,-1.7174539344557007e-16,-4.292486748503678e-17,6.892212869681617e-16,-6.342824167474851e-17,-4.4048231468615544e-17
Bangalore,M,46-60,Government/PSU,"105,000 to 125000",115000,Yes,<6 Months,Rental Income,Apartment,4BHK,1401-1800,95.1 to110L,Customized,Hoarding,4001 to 6000,>65K,5,2,4,2,2,4,4,3,3,3,4,3,4,4,4,5,1,5,4,4,5,4,4,2,3,1600,102.5,50000,80000,53.0,M,Customized,Hoarding,1.062359434269389,-0.4394662517855647,0.1014896368226952,0.3537383616777023,1.7252848635747864,0.8076727685582887,2.3627843957243835,-1.7207241619716207,1.171215034142126,1.695133905063397,-0.4199272458398333,2.271519038459917,-1.1500727185647217,0.0985442228617569,0.5104797206825968,0.5192212770713331,0.1103851245506359,0.529339739224389,0.1066185477428458,-0.920738574703622,0.9750275371779308,-0.5205084292683564,-0.2635691518187674,-0.373987752474306,0.635628642034862,-0.1856092488744588,-0.2266580148095582,-0.3491617982183155,-0.241996058020375,-0.0467122914907055,-0.0570999612855214,-1.1221396977840143,0.5183792579512417,0.12311394319376537,0.4408753823381621,-2.1794803242449694,-1.060607617508871,3.136470223927743,2.3339795301988957,-1.6319900359318293,2.521471484881614,-0.643679616943886,3.505891437842227,-1.8795937832029053,0.1625685409523143,0.8673005195150683,-0.9087672579411272,0.19848727254789572,1.0056393602613578,-0.22366557386092206,-1.9465390607161799,-2.3006459914463027,1.26659857394353,0.6582182729492825,-0.9377202490237253,1.8422224724256058,-0.6342115719690815,0.8969862436130245,1.5027407077054855,1.1075758737721186,-0.23143023734001153,0.3713484722744548,2.459602584962305e-15,-8.635712342183788e-16,4.0723008348568505e-16,-1.806880302971154e-16,4.109094348668601e-16,4.2861400616681673e-16,3.7016399448508485e-16,4.024050427543214e-16,3.3460423072684135e-17,-5.591300150944021e-17,1.3797968253468585e-16,1.217313205305602e-16,2.38082013001236e-16,-1.3433876974783007e-17,2.928539952834075e-17,-3.815681773946653e-16,-3.892607386462218e-18,8.150561023604144e-17,-1.0149155889904624e-17,-3.515300140194598e-16,-2.6208810370804234e-16,-4.602760919339267e-16,-9.237940099239178e-17,-1.000727053984526e-16,-9.222211183924847e-18,-5.694432272372753e-16,4.195555592655703e-17,5.658077567748364e-17,1.6700901917651227e-16,-1.7362239829520792e-16,1.8842705099456934e-17
